Sample,Transect,Transectsample1,Sitesample1,2Yearsample1,SCCSCornsample1,Yearsample1,YearMAP1sample1,YearMAP2sample1,Hostsample1,Codesample1,Locationsample1,Regionsample1,Rainfallsample1,Latitudesample1,Longitudesample1,Ecoregionsample1
HPC1028,TRS2Y_2018,PCTRS2Y_2018,PCSCSCY_2018,Yes,Yes,Y_2018,36.6,931.5,SCSC,PC,Prairie Coteau,West,686,44.7466,-96.9263,Northern Tallgrass Prairie
HPC1029,TRS2Y_2018,PCTRS2Y_2018,PCSCSCY_2018,Yes,Yes,Y_2018,36.6,931.5,SCSC,PC,Prairie Coteau,West,686,44.7467,-96.9263,Northern Tallgrass Prairie
HPC1030,TRS2Y_2018,PCTRS2Y_2018,PCSCSCY_2018,Yes,Yes,Y_2018,36.6,931.5,SCSC,PC,Prairie Coteau,West,686,44.7468,-96.9263,Northern Tallgrass Prairie
HPC1031,TRS3Y_2018,PCTRS3Y_2018,PCSCSCY_2018,Yes,Yes,Y_2018,36.6,931.5,SCSC,PC,Prairie Coteau,West,686,44.7465,-96.9263,Northern Tallgrass Prairie
HPC1032,TRS3Y_2018,PCTRS3Y_2018,PCSCSCY_2018,Yes,Yes,Y_2018,36.6,931.5,SCSC,PC,Prairie Coteau,West,686,44.7463,-96.9263,Northern Tallgrass Prairie
HPC1033,TRS3Y_2018,PCTRS3Y_2018,PCSCSCY_2018,Yes,Yes,Y_2018,36.6,931.5,SCSC,PC,Prairie Coteau,West,686,44.7469,-96.926354,Northern Tallgrass Prairie
HPC1034,TRS3Y_2018,PCTRS3Y_2018,PCSCSCY_2018,Yes,Yes,Y_2018,36.6,931.5,SCSC,PC,Prairie Coteau,West,686,44.74647,-96.9263,Northern Tallgrass Prairie
HPC1035,TRS3Y_2018,PCTRS3Y_2018,PCSCSCY_2018,Yes,Yes,Y_2018,36.6,931.5,SCSC,PC,Prairie Coteau,West,686,44.74641,-96.9263,Northern Tallgrass Prairie
HPC1036,TRS4Y_2018,PCTRS4Y_2018,PCSCSCY_2018,Yes,Yes,Y_2018,36.6,931.5,SCSC,PC,Prairie Coteau,West,686,44.74659,-96.9263,Northern Tallgrass Prairie
HPC1038,TRS4Y_2018,PCTRS4Y_2018,PCSCSCY_2018,Yes,Yes,Y_2018,36.6,931.5,SCSC,PC,Prairie Coteau,West,686,44.74674,-96.9263,Northern Tallgrass Prairie
HPC1039,TRS4Y_2018,PCTRS4Y_2018,PCSCSCY_2018,Yes,Yes,Y_2018,36.6,931.5,SCSC,PC,Prairie Coteau,West,686,44.74683,-96.9263,Northern Tallgrass Prairie
HPC1063,Y_2018,PCY_2018,PCCornY_2018,Yes,Yes,Y_2018,36.6,931.5,Corn,PC,Prairie Coteau,West,686,44.74682,-96.9263,Northern Tallgrass Prairie
HPC1064,Y_2018,PCY_2018,PCCornY_2018,Yes,Yes,Y_2018,36.6,931.5,Corn,PC,Prairie Coteau,West,686,44.74684,-96.92633,Northern Tallgrass Prairie
HPC1069,Y_2018,PCY_2018,PCCornY_2018,Yes,Yes,Y_2018,36.6,931.5,Corn,PC,Prairie Coteau,West,686,44.746,-96.9263,Northern Tallgrass Prairie
HPC1070,Y_2018,PCY_2018,PCCornY_2018,Yes,Yes,Y_2018,36.6,931.5,Corn,PC,Prairie Coteau,West,686,44.746,-96.9263,Northern Tallgrass Prairie
HPC1075,Y_2018,PCY_2018,PCCornY_2018,Yes,Yes,Y_2018,36.6,931.5,Corn,PC,Prairie Coteau,West,686,44.746,-96.9263,Northern Tallgrass Prairie
HPC1079,Y_2018,PCY_2018,PCCornY_2018,Yes,Yes,Y_2018,36.6,931.5,Corn,PC,Prairie Coteau,West,686,44.746,-96.9263,Northern Tallgrass Prairie
HPC1080,Y_2018,PCY_2018,PCCornY_2018,Yes,Yes,Y_2018,36.6,931.5,Corn,PC,Prairie Coteau,West,686,44.746,-96.9263,Northern Tallgrass Prairie
HPC1491,TRS1Y_2019,PCTRS1Y_2019,PCSCSCY_2019,Yes,No,Y_2019,41.43,1052.2,SCSC,PC,Prairie Coteau,West,686,44.746,-96.9263,Northern Tallgrass Prairie
HPC1492,TRS1Y_2019,PCTRS1Y_2019,PCSCSCY_2019,Yes,No,Y_2019,41.43,1052.2,SCSC,PC,Prairie Coteau,West,686,44.746,-96.9263,Northern Tallgrass Prairie
HPC1493,TRS1Y_2019,PCTRS1Y_2019,PCSCSCY_2019,Yes,No,Y_2019,41.43,1052.2,SCSC,PC,Prairie Coteau,West,686,44.746,-96.9263,Northern Tallgrass Prairie
HPC1494,TRS1Y_2019,PCTRS1Y_2019,PCSCSCY_2019,Yes,No,Y_2019,41.43,1052.2,SCSC,PC,Prairie Coteau,West,686,44.746,-96.9263,Northern Tallgrass Prairie
HPC1495,TRS1Y_2019,PCTRS1Y_2019,PCSCSCY_2019,Yes,No,Y_2019,41.43,1052.2,SCSC,PC,Prairie Coteau,West,686,44.746,-96.9263,Northern Tallgrass Prairie
HPC1496,TRS2Y_2019,PCTRS2Y_2019,PCSCSCY_2019,Yes,No,Y_2019,41.43,1052.2,SCSC,PC,Prairie Coteau,West,686,44.746,-96.9263,Northern Tallgrass Prairie
HPC1497,TRS2Y_2019,PCTRS2Y_2019,PCSCSCY_2019,Yes,No,Y_2019,41.43,1052.2,SCSC,PC,Prairie Coteau,West,686,44.746,-96.9263,Northern Tallgrass Prairie
HPC1498,TRS2Y_2019,PCTRS2Y_2019,PCSCSCY_2019,Yes,No,Y_2019,41.43,1052.2,SCSC,PC,Prairie Coteau,West,686,44.746,-96.9263,Northern Tallgrass Prairie
HPC1500,TRS2Y_2019,PCTRS2Y_2019,PCSCSCY_2019,Yes,No,Y_2019,41.43,1052.2,SCSC,PC,Prairie Coteau,West,686,44.746,-96.9263,Northern Tallgrass Prairie
HPC1501,TRS3Y_2019,PCTRS3Y_2019,PCSCSCY_2019,Yes,No,Y_2019,41.43,1052.2,SCSC,PC,Prairie Coteau,West,686,44.746,-96.9263,Northern Tallgrass Prairie
HPC1502,TRS3Y_2019,PCTRS3Y_2019,PCSCSCY_2019,Yes,No,Y_2019,41.43,1052.2,SCSC,PC,Prairie Coteau,West,686,44.746,-96.9263,Northern Tallgrass Prairie
HPC1503,TRS3Y_2019,PCTRS3Y_2019,PCSCSCY_2019,Yes,No,Y_2019,41.43,1052.2,SCSC,PC,Prairie Coteau,West,686,44.746,-96.9263,Northern Tallgrass Prairie
HPC1504,TRS3Y_2019,PCTRS3Y_2019,PCSCSCY_2019,Yes,No,Y_2019,41.43,1052.2,SCSC,PC,Prairie Coteau,West,686,44.746,-96.9263,Northern Tallgrass Prairie
HPC1506,TRS4Y_2019,PCTRS4Y_2019,PCSCSCY_2019,Yes,No,Y_2019,41.43,1052.2,SCSC,PC,Prairie Coteau,West,686,44.746,-96.9263,Northern Tallgrass Prairie
HPC1507,TRS4Y_2019,PCTRS4Y_2019,PCSCSCY_2019,Yes,No,Y_2019,41.43,1052.2,SCSC,PC,Prairie Coteau,West,686,44.746,-96.9263,Northern Tallgrass Prairie
HPC1512,TRS5Y_2019,PCTRS5Y_2019,PCSCSCY_2019,Yes,No,Y_2019,41.43,1052.2,SCSC,PC,Prairie Coteau,West,686,44.746,-96.9263,Northern Tallgrass Prairie
HPC1515,TRS5Y_2019,PCTRS5Y_2019,PCSCSCY_2019,Yes,No,Y_2019,41.43,1052.2,SCSC,PC,Prairie Coteau,West,686,44.746,-96.9263,Northern Tallgrass Prairie
HPC1517,TRS6Y_2019,PCTRS6Y_2019,PCSCSCY_2019,Yes,No,Y_2019,41.43,1052.2,SCSC,PC,Prairie Coteau,West,686,44.746,-96.9263,Northern Tallgrass Prairie
HPC1518,TRS6Y_2019,PCTRS6Y_2019,PCSCSCY_2019,Yes,No,Y_2019,41.43,1052.2,SCSC,PC,Prairie Coteau,West,686,44.746,-96.9263,Northern Tallgrass Prairie
HPC1519,TRS6Y_2019,PCTRS6Y_2019,PCSCSCY_2019,Yes,No,Y_2019,41.43,1052.2,SCSC,PC,Prairie Coteau,West,686,44.746,-96.9263,Northern Tallgrass Prairie
HPC1520,TRS6Y_2019,PCTRS6Y_2019,PCSCSCY_2019,Yes,No,Y_2019,41.43,1052.2,SCSC,PC,Prairie Coteau,West,686,44.746,-96.9263,Northern Tallgrass Prairie
HPC1518KNZ,TRS6Y_2019,PCTRS6Y_2019,PCSCSCY_2019,Yes,No,Y_2019,,1052.2,SCSC,PC,Prairie Coteau,West,686,44.7464,-96.9263,Northern Tallgrass Prairie
HPC1401,TRS1Y_2019,HTMTRS1Y_2019,HTMSCSCY_2019,No,No,Y_2019,,1052.2,SCSC,HTM,Hole-in-the Mountain Prairie,West,629,44.14408,-96.17912,Northern Tallgrass Prairie
HPC1403,TRS1Y_2019,HTMTRS1Y_2019,HTMSCSCY_2019,No,No,Y_2019,,1052.2,SCSC,HTM,Hole-in-the Mountain Prairie,West,629,44.14408,-96.17912,Northern Tallgrass Prairie
HPC1406,TRS2Y_2019,HTMTRS2Y_2019,HTMSCSCY_2019,No,No,Y_2019,,1052.2,SCSC,HTM,Hole-in-the Mountain Prairie,West,629,44.144083,-96.179124,Northern Tallgrass Prairie
HPC1408,TRS2Y_2019,HTMTRS2Y_2019,HTMSCSCY_2019,No,No,Y_2019,,1052.2,SCSC,HTM,Hole-in-the Mountain Prairie,West,629,44.1440832,-96.1791221,Northern Tallgrass Prairie
HPC1409,TRS2Y_2019,HTMTRS2Y_2019,HTMSCSCY_2019,No,No,Y_2019,,1052.2,SCSC,HTM,Hole-in-the Mountain Prairie,West,629,44.1440822,-96.1791224,Northern Tallgrass Prairie
HPC1410,TRS2Y_2019,HTMTRS2Y_2019,HTMSCSCY_2019,No,No,Y_2019,,1052.2,SCSC,HTM,Hole-in-the Mountain Prairie,West,629,44.1440825,-96.179123,Northern Tallgrass Prairie
HPC1412,TRS3Y_2019,HTMTRS3Y_2019,HTMSCSCY_2019,No,No,Y_2019,,1052.2,SCSC,HTM,Hole-in-the Mountain Prairie,West,629,44.144028,-96.179126,Northern Tallgrass Prairie
HPC1413,TRS3Y_2019,HTMTRS3Y_2019,HTMSCSCY_2019,No,No,Y_2019,,1052.2,SCSC,HTM,Hole-in-the Mountain Prairie,West,629,44.144084,-96.179124,Northern Tallgrass Prairie
HPC1414,TRS3Y_2019,HTMTRS3Y_2019,HTMSCSCY_2019,No,No,Y_2019,,1052.2,SCSC,HTM,Hole-in-the Mountain Prairie,West,629,44.144084,-96.179124,Northern Tallgrass Prairie
HPC1415,TRS3Y_2019,HTMTRS3Y_2019,HTMSCSCY_2019,No,No,Y_2019,,1052.2,SCSC,HTM,Hole-in-the Mountain Prairie,West,629,44.144082,-96.17912,Northern Tallgrass Prairie
HPC1416,TRS4Y_2019,HTMTRS4Y_2019,HTMSCSCY_2019,No,No,Y_2019,,1052.2,SCSC,HTM,Hole-in-the Mountain Prairie,West,629,44.144082,-96.1791234,Northern Tallgrass Prairie
HPC1417,TRS4Y_2019,HTMTRS4Y_2019,HTMSCSCY_2019,No,No,Y_2019,,1052.2,SCSC,HTM,Hole-in-the Mountain Prairie,West,629,44.14408,-96.17912,Northern Tallgrass Prairie
HPC1418,TRS4Y_2019,HTMTRS4Y_2019,HTMSCSCY_2019,No,No,Y_2019,,1052.2,SCSC,HTM,Hole-in-the Mountain Prairie,West,629,44.14408,-96.17912,Northern Tallgrass Prairie
HPC1419,TRS4Y_2019,HTMTRS4Y_2019,HTMSCSCY_2019,No,No,Y_2019,,1052.2,SCSC,HTM,Hole-in-the Mountain Prairie,West,629,44.144086,-96.17912,Northern Tallgrass Prairie
HPC1420,TRS4Y_2019,HTMTRS4Y_2019,HTMSCSCY_2019,No,No,Y_2019,,1052.2,SCSC,HTM,Hole-in-the Mountain Prairie,West,629,44.144086,-96.1791256,Northern Tallgrass Prairie
HPC1421,TRS5Y_2019,HTMTRS5Y_2019,HTMSCSCY_2019,No,No,Y_2019,,1052.2,SCSC,HTM,Hole-in-the Mountain Prairie,West,629,44.14408,-96.1791269,Northern Tallgrass Prairie
HPC1422,TRS5Y_2019,HTMTRS5Y_2019,HTMSCSCY_2019,No,No,Y_2019,,1052.2,SCSC,HTM,Hole-in-the Mountain Prairie,West,629,44.14408,-96.1791227,Northern Tallgrass Prairie
HPC1423,TRS5Y_2019,HTMTRS5Y_2019,HTMSCSCY_2019,No,No,Y_2019,,1052.2,SCSC,HTM,Hole-in-the Mountain Prairie,West,629,44.1440836,-96.17912,Northern Tallgrass Prairie
HPC1425,TRS5Y_2019,HTMTRS5Y_2019,HTMSCSCY_2019,No,No,Y_2019,,1052.2,SCSC,HTM,Hole-in-the Mountain Prairie,West,629,44.1440825,-96.1791234,Northern Tallgrass Prairie
HPC1426,TRS6Y_2019,HTMTRS6Y_2019,HTMSCSCY_2019,No,No,Y_2019,,1052.2,SCSC,HTM,Hole-in-the Mountain Prairie,West,629,44.144082,-96.17912,Northern Tallgrass Prairie
HPC1428,TRS6Y_2019,HTMTRS6Y_2019,HTMSCSCY_2019,No,No,Y_2019,,1052.2,SCSC,HTM,Hole-in-the Mountain Prairie,West,629,44.14408,-96.17912,Northern Tallgrass Prairie
HPC1429,TRS6Y_2019,HTMTRS6Y_2019,HTMSCSCY_2019,No,No,Y_2019,,1052.2,SCSC,HTM,Hole-in-the Mountain Prairie,West,629,44.1440836,-96.17912,Northern Tallgrass Prairie
HPC1430,TRS6Y_2019,HTMTRS6Y_2019,HTMSCSCY_2019,No,No,Y_2019,,1052.2,SCSC,HTM,Hole-in-the Mountain Prairie,West,629,44.1440825,-96.1791256,Northern Tallgrass Prairie
HPC1417KNZ,TRS4Y_2019,HTMTRS4Y_2019,HTMSCSCY_2019,No,No,Y_2019,,,SCSC,HTM,Hole-in-the Mountain Prairie,West,629,44.14408,-96.17912,Northern Tallgrass Prairie
HPC1261,TRS1Y_2018,SPTRS1Y_2018,SPSCSCY_2018,Yes,Yes,Y_2018,31.85,767.4,SCSC,SP,Sioux Prairie,West,564,44.0322149,-96.78054,Northern Tallgrass Prairie
HPC1262,TRS1Y_2018,SPTRS1Y_2018,SPSCSCY_2018,Yes,Yes,Y_2018,31.85,767.4,SCSC,SP,Sioux Prairie,West,564,44.03221454,-96.78054,Northern Tallgrass Prairie
HPC1263,TRS1Y_2018,SPTRS1Y_2018,SPSCSCY_2018,Yes,Yes,Y_2018,31.85,767.4,SCSC,SP,Sioux Prairie,West,564,44.03221439,-96.78054,Northern Tallgrass Prairie
HPC1264,TRS1Y_2018,SPTRS1Y_2018,SPSCSCY_2018,Yes,Yes,Y_2018,31.85,767.4,SCSC,SP,Sioux Prairie,West,564,44.03221489,-96.78054,Northern Tallgrass Prairie
HPC1265,TRS1Y_2018,SPTRS1Y_2018,SPSCSCY_2018,Yes,Yes,Y_2018,31.85,767.4,SCSC,SP,Sioux Prairie,West,564,44.032214,-96.78054,Northern Tallgrass Prairie
HPC1269,TRS2Y_2018,SPTRS2Y_2018,SPSCSCY_2018,Yes,Yes,Y_2018,31.85,767.4,SCSC,SP,Sioux Prairie,West,564,44.0322139,-96.78054,Northern Tallgrass Prairie
HPC1270,TRS2Y_2018,SPTRS2Y_2018,SPSCSCY_2018,Yes,Yes,Y_2018,31.85,767.4,SCSC,SP,Sioux Prairie,West,564,44.0322148,-96.78054,Northern Tallgrass Prairie
HPC1271,TRS3Y_2018,SPTRS3Y_2018,SPSCSCY_2018,Yes,Yes,Y_2018,31.85,767.4,SCSC,SP,Sioux Prairie,West,564,44.032214,-96.7805445,Northern Tallgrass Prairie
HPC1272,TRS3Y_2018,SPTRS3Y_2018,SPSCSCY_2018,Yes,Yes,Y_2018,31.85,767.4,SCSC,SP,Sioux Prairie,West,564,44.03221422,-96.78054,Northern Tallgrass Prairie
HPC1273,TRS3Y_2018,SPTRS3Y_2018,SPSCSCY_2018,Yes,Yes,Y_2018,31.85,767.4,SCSC,SP,Sioux Prairie,West,564,44.032214,-96.7805454,Northern Tallgrass Prairie
HPC1274,TRS3Y_2018,SPTRS3Y_2018,SPSCSCY_2018,Yes,Yes,Y_2018,31.85,767.4,SCSC,SP,Sioux Prairie,West,564,44.032214,-96.780546,Northern Tallgrass Prairie
HPC1275,TRS3Y_2018,SPTRS3Y_2018,SPSCSCY_2018,Yes,Yes,Y_2018,31.85,767.4,SCSC,SP,Sioux Prairie,West,564,44.032214,-96.7805448,Northern Tallgrass Prairie
HPC1276,TRS4Y_2018,SPTRS4Y_2018,SPSCSCY_2018,Yes,Yes,Y_2018,31.85,767.4,SCSC,SP,Sioux Prairie,West,564,44.032214,-96.7805463,Northern Tallgrass Prairie
HPC1277,TRS4Y_2018,SPTRS4Y_2018,SPSCSCY_2018,Yes,Yes,Y_2018,31.85,767.4,SCSC,SP,Sioux Prairie,West,564,44.032214,-96.7805454,Northern Tallgrass Prairie
HPC1278,TRS4Y_2018,SPTRS4Y_2018,SPSCSCY_2018,Yes,Yes,Y_2018,31.85,767.4,SCSC,SP,Sioux Prairie,West,564,44.032214,-96.7805458,Northern Tallgrass Prairie
HPC1279,TRS4Y_2018,SPTRS4Y_2018,SPSCSCY_2018,Yes,Yes,Y_2018,31.85,767.4,SCSC,SP,Sioux Prairie,West,564,44.032214,-96.7805459,Northern Tallgrass Prairie
HPC1280,TRS4Y_2018,SPTRS4Y_2018,SPSCSCY_2018,Yes,Yes,Y_2018,31.85,767.4,SCSC,SP,Sioux Prairie,West,564,44.032214,-96.7805469,Northern Tallgrass Prairie
HPC1301,Y_2018,SPY_2018,SPCornY_2018,Yes,Yes,Y_2018,31.85,767.4,Corn,SP,Sioux Prairie,West,564,44.032214,-96.7805454,Northern Tallgrass Prairie
HPC1316,Y_2018,SPY_2018,SPCornY_2018,Yes,Yes,Y_2018,31.85,767.4,Corn,SP,Sioux Prairie,West,564,44.032214,-96.7805458,Northern Tallgrass Prairie
HPC1317,Y_2018,SPY_2018,SPCornY_2018,Yes,Yes,Y_2018,31.85,767.4,Corn,SP,Sioux Prairie,West,564,44.032214,-96.7805438,Northern Tallgrass Prairie
HPC1581,TRS1Y_2019,SPTRS1Y_2019,SPSCSCY_2019,Yes,No,Y_2019,38.47,1132.5,SCSC,SP,Sioux Prairie,West,564,44.032214,-96.78054,Northern Tallgrass Prairie
HPC1583,TRS1Y_2019,SPTRS1Y_2019,SPSCSCY_2019,Yes,No,Y_2019,38.47,1132.5,SCSC,SP,Sioux Prairie,West,564,44.032214,-96.78054,Northern Tallgrass Prairie
HPC1584,TRS1Y_2019,SPTRS1Y_2019,SPSCSCY_2019,Yes,No,Y_2019,38.47,1132.5,SCSC,SP,Sioux Prairie,West,564,44.032214,-96.78054,Northern Tallgrass Prairie
HPC1585,TRS1Y_2019,SPTRS1Y_2019,SPSCSCY_2019,Yes,No,Y_2019,38.47,1132.5,SCSC,SP,Sioux Prairie,West,564,44.032214,-96.78054,Northern Tallgrass Prairie
HPC1586,TRS2Y_2019,SPTRS2Y_2019,SPSCSCY_2019,Yes,No,Y_2019,38.47,1132.5,SCSC,SP,Sioux Prairie,West,564,44.032214,-96.78054,Northern Tallgrass Prairie
HPC1587,TRS2Y_2019,SPTRS2Y_2019,SPSCSCY_2019,Yes,No,Y_2019,38.47,1132.5,SCSC,SP,Sioux Prairie,West,564,44.032214,-96.78054,Northern Tallgrass Prairie
HPC1589,TRS2Y_2019,SPTRS2Y_2019,SPSCSCY_2019,Yes,No,Y_2019,38.47,1132.5,SCSC,SP,Sioux Prairie,West,564,44.032214,-96.78054,Northern Tallgrass Prairie
HPC1591,TRS3Y_2019,SPTRS3Y_2019,SPSCSCY_2019,Yes,No,Y_2019,38.47,1132.5,SCSC,SP,Sioux Prairie,West,564,44.032214,-96.78054,Northern Tallgrass Prairie
HPC1592,TRS3Y_2019,SPTRS3Y_2019,SPSCSCY_2019,Yes,No,Y_2019,38.47,1132.5,SCSC,SP,Sioux Prairie,West,564,44.032214,-96.78054,Northern Tallgrass Prairie
HPC1594,TRS3Y_2019,SPTRS3Y_2019,SPSCSCY_2019,Yes,No,Y_2019,38.47,1132.5,SCSC,SP,Sioux Prairie,West,564,44.032214,-96.78054,Northern Tallgrass Prairie
HPC1596,TRS4Y_2019,SPTRS4Y_2019,SPSCSCY_2019,Yes,No,Y_2019,38.47,1132.5,SCSC,SP,Sioux Prairie,West,564,44.032214,-96.78054,Northern Tallgrass Prairie
HPC1597,TRS4Y_2019,SPTRS4Y_2019,SPSCSCY_2019,Yes,No,Y_2019,38.47,1132.5,SCSC,SP,Sioux Prairie,West,564,44.032214,-96.78054,Northern Tallgrass Prairie
HPC1599,TRS4Y_2019,SPTRS4Y_2019,SPSCSCY_2019,Yes,No,Y_2019,38.47,1132.5,SCSC,SP,Sioux Prairie,West,564,44.032214,-96.78054,Northern Tallgrass Prairie
HPC1600,TRS4Y_2019,SPTRS4Y_2019,SPSCSCY_2019,Yes,No,Y_2019,38.47,1132.5,SCSC,SP,Sioux Prairie,West,564,44.032214,-96.78054,Northern Tallgrass Prairie
HPC1601,TRS5Y_2019,SPTRS5Y_2019,SPSCSCY_2019,Yes,No,Y_2019,38.47,1132.5,SCSC,SP,Sioux Prairie,West,564,44.032214,-96.78054,Northern Tallgrass Prairie
HPC1602,TRS5Y_2019,SPTRS5Y_2019,SPSCSCY_2019,Yes,No,Y_2019,38.47,1132.5,SCSC,SP,Sioux Prairie,West,564,44.032214,-96.78054,Northern Tallgrass Prairie
HPC1603,TRS5Y_2019,SPTRS5Y_2019,SPSCSCY_2019,Yes,No,Y_2019,38.47,1132.5,SCSC,SP,Sioux Prairie,West,564,44.032214,-96.78054,Northern Tallgrass Prairie
HPC1605,TRS5Y_2019,SPTRS5Y_2019,SPSCSCY_2019,Yes,No,Y_2019,38.47,1132.5,SCSC,SP,Sioux Prairie,West,564,44.032214,-96.78054,Northern Tallgrass Prairie
HPC1607,TRS6Y_2019,SPTRS6Y_2019,SPSCSCY_2019,Yes,No,Y_2019,38.47,1132.5,SCSC,SP,Sioux Prairie,West,564,44.032214,-96.78054,Northern Tallgrass Prairie
HPC1608,TRS6Y_2019,SPTRS6Y_2019,SPSCSCY_2019,Yes,No,Y_2019,38.47,1132.5,SCSC,SP,Sioux Prairie,West,564,44.032214,-96.78054,Northern Tallgrass Prairie
HPC1609,TRS6Y_2019,SPTRS6Y_2019,SPSCSCY_2019,Yes,No,Y_2019,38.47,1132.5,SCSC,SP,Sioux Prairie,West,564,44.032214,-96.78054,Northern Tallgrass Prairie
HPC1610,TRS6Y_2019,SPTRS6Y_2019,SPSCSCY_2019,Yes,No,Y_2019,38.47,1132.5,SCSC,SP,Sioux Prairie,West,564,44.032214,-96.78054,Northern Tallgrass Prairie
